Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Profit Ratio (copy),Quantity,Sales
Technology,Philadelphia,United States,Marina Lichtenstein,Other,10/22/2019,CA-2019-156363,19134,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",East,Corporate,10/28/2019,Standard Class,Pennsylvania,Phones,40%,1,-$7,-20%,-20%,5,$33
Technology,Philadelphia,United States,Quincy Jones,Polycom,4/30/2019,CA-2019-144526,19143,Polycom SoundPoint IP 450 VoIP phone,East,Corporate,5/6/2019,Standard Class,Pennsylvania,Phones,40%,1,-$158,-23%,-23%,5,$678
Technology,Philadelphia,United States,Lisa Ryan,Samsung,9/7/2017,CA-2017-102876,19134,Samsung Galaxy Note 3,East,Corporate,9/14/2017,Standard Class,Pennsylvania,Phones,40%,1,-$132,-17%,-17%,6,$792
Technology,Philadelphia,United States,Katherine Nockton,Samsung,3/5/2017,CA-2017-109001,19120,Samsung Convoy 3,East,Corporate,3/9/2017,Standard Class,Pennsylvania,Phones,40%,1,-$93,-20%,-20%,7,$466
Technology,Philadelphia,United States,Stefania Perrino,Samsung,9/9/2019,US-2019-118087,19134,Samsung Galaxy Note 2,East,Corporate,9/13/2019,Standard Class,Pennsylvania,Phones,40%,1,-$386,-20%,-20%,7,"$1,932"
Technology,Philadelphia,United States,Sean Braxton,Other,9/7/2016,CA-2016-122882,19134,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,East,Corporate,9/13/2016,Standard Class,Pennsylvania,Machines,70%,1,-$559,-140%,-140%,4,$400
Technology,Athens,United States,Ruben Ausman,Logitech,11/17/2019,CA-2019-163629,30605,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,South,Corporate,11/21/2019,Standard Class,Georgia,Accessories,0%,1,$29,36%,36%,1,$80
Technology,Sandy Springs,United States,Elizabeth Moffitt,Kingston,12/2/2016,CA-2016-103807,30328,Kingston Digital DataTraveler 8GB USB 2.0,South,Corporate,12/9/2016,Standard Class,Georgia,Accessories,0%,1,$1,14%,14%,1,$6
Technology,Richmond,United States,Dave Hallsten,Logitech,11/21/2016,CA-2016-102274,40475,"Logitech B530 USB Headset - headset - Full size, Binaural",South,Corporate,11/26/2016,Standard Class,Kentucky,Phones,0%,1,$10,27%,27%,1,$37
Technology,Lafayette,United States,Ken Black,Logitech,4/4/2016,CA-2016-149538,70506,Logitech Wireless Marathon Mouse M705,South,Corporate,4/8/2016,Standard Class,Louisiana,Accessories,0%,1,$43,43%,43%,2,$100
Technology,Arlington,United States,Edward Becker,Sony,5/30/2018,CA-2018-166380,22204,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,South,Corporate,6/3/2018,Standard Class,Virginia,Accessories,0%,1,$27,24%,24%,2,$112
Technology,Columbus,United States,Saphhira Shifley,AT&T,9/18/2019,CA-2019-164756,31907,AT&T CL83451 4-Handset Telephone,South,Corporate,9/22/2019,Standard Class,Georgia,Phones,0%,1,$119,29%,29%,2,$412
Technology,East Point,United States,Randy Ferguson,Other,6/23/2017,CA-2017-106187,30344,Dell Slim USB Multimedia Keyboard,South,Corporate,6/29/2017,Standard Class,Georgia,Accessories,0%,1,$18,24%,24%,3,$75
Technology,Springfield,United States,Anthony Johnson,Imation,9/12/2018,CA-2018-123946,22153,Imation 30456 USB Flash Drive 8GB,South,Corporate,9/17/2018,Standard Class,Virginia,Accessories,0%,1,$2,8%,8%,3,$21
Technology,Decatur,United States,Dave Hallsten,Brother,6/13/2017,CA-2017-104941,35601,Brother DCP1000 Digital 3 in 1 Multifunction Machine,South,Corporate,6/19/2017,Standard Class,Alabama,Copiers,0%,1,$315,35%,35%,3,$900
Technology,Columbus,United States,Theresa Swint,Pyle,4/20/2017,CA-2017-149342,31907,Pyle PMP37LED,South,Corporate,4/25/2017,Standard Class,Georgia,Phones,0%,1,$78,27%,27%,3,$288
Technology,Fayetteville,United States,Kelly Lampkin,Microsoft,12/14/2019,CA-2019-147333,72701,Microsoft Sculpt Comfort Mouse,South,Corporate,12/20/2019,Standard Class,Arkansas,Accessories,0%,1,$70,44%,44%,4,$160
Technology,Little Rock,United States,Don Jones,Logitech,8/17/2016,CA-2016-111500,72209,Logitech Gaming G510s - Keyboard,South,Corporate,8/21/2016,Standard Class,Arkansas,Accessories,0%,1,$122,36%,36%,4,$340
Technology,Columbus,United States,Dionis Lloyd,First Data,1/17/2018,CA-2018-106558,31907,First Data FD10 PIN Pad,South,Corporate,1/21/2018,Standard Class,Georgia,Accessories,0%,1,$32,10%,10%,4,$316
Technology,Columbus,United States,Nicole Hansen,Kensington,9/19/2017,CA-2017-147102,31907,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,South,Corporate,9/26/2017,Standard Class,Georgia,Accessories,0%,1,$23,35%,35%,4,$66
Technology,Decatur,United States,Tamara Chand,Enermax,12/27/2016,CA-2016-153087,35601,Enermax Acrylux Wireless Keyboard,South,Corporate,1/3/2017,Standard Class,Alabama,Accessories,0%,1,$184,37%,37%,5,$498
Technology,Fayetteville,United States,Kelly Lampkin,Kingston,12/14/2019,CA-2019-147333,72701,Kingston Digital DataTraveler 16GB USB 2.0,South,Corporate,12/20/2019,Standard Class,Arkansas,Accessories,0%,1,$9,19%,19%,5,$45
Technology,Athens,United States,Ruben Ausman,Panasonic,11/17/2019,CA-2019-163629,30605,Panasonic KX - TS880B Telephone,South,Corporate,11/21/2019,Standard Class,Georgia,Phones,0%,1,$56,27%,27%,5,$206
Technology,Columbia,United States,Roland Schwarz,AT&T,4/7/2016,CA-2016-128846,29203,AT&T TR1909W,South,Corporate,4/12/2016,Standard Class,South Carolina,Phones,0%,1,$164,26%,26%,5,$630
Technology,Hattiesburg,United States,Allen Rosenblatt,Microsoft,7/31/2017,CA-2017-164427,39401,Microsoft Sculpt Comfort Mouse,South,Corporate,8/6/2017,Standard Class,Mississippi,Accessories,0%,1,$105,44%,44%,6,$240
Technology,Springfield,United States,Anna Häberlin,Plantronics,5/30/2018,CA-2018-113831,22153,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,South,Corporate,6/3/2018,Standard Class,Virginia,Accessories,0%,1,$653,33%,33%,6,"$1,980"
Technology,Springfield,United States,Kristen Hastings,Samsung,3/21/2016,CA-2016-163223,22153,Samsung Galaxy S4 Active,South,Corporate,3/25/2016,Standard Class,Virginia,Phones,0%,1,$910,26%,26%,7,"$3,500"
Technology,Columbus,United States,Saphhira Shifley,Other,9/18/2019,CA-2019-164756,31907,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,South,Corporate,9/22/2019,Standard Class,Georgia,Phones,0%,1,$27,28%,28%,8,$96
Technology,Plantation,United States,Anna Häberlin,Other,11/12/2017,CA-2017-113628,33317,VTech DS6151,South,Corporate,11/19/2017,Standard Class,Florida,Phones,20%,1,$10,10%,10%,1,$101
Technology,Columbia,United States,Victoria Pisteka,Memorex,10/16/2019,CA-2019-159100,38401,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,South,Corporate,10/21/2019,Standard Class,Tennessee,Accessories,20%,1,$4,24%,24%,2,$19
Technology,Deltona,United States,Laurel Workman,Other,7/1/2016,CA-2016-160773,32725,Wilson SignalBoost 841262 DB PRO Amplifier Kit,South,Corporate,7/5/2016,Standard Class,Florida,Phones,20%,1,$72,13%,13%,2,$576
Technology,Miami,United States,Beth Fritzler,Polycom,11/3/2019,CA-2019-161130,33178,Polycom SoundPoint IP 450 VoIP phone,South,Corporate,11/8/2019,Standard Class,Florida,Phones,20%,1,$27,8%,8%,2,$361
Technology,Durham,United States,Muhammed Yedwab,Other,10/20/2019,US-2019-115252,27707,PayAnywhere Card Reader,South,Corporate,10/25/2019,Standard Class,North Carolina,Phones,20%,1,$1,9%,9%,2,$16
Technology,Monroe,United States,Lindsay Williams,Other,6/4/2019,CA-2019-158407,28110,Innergie mMini Combo Duo USB Travel Charging Kit,South,Corporate,6/10/2019,Standard Class,North Carolina,Phones,20%,1,$25,35%,35%,2,$72
Technology,Pompano Beach,United States,Saphhira Shifley,Maxell,4/30/2019,CA-2019-108322,33068,Maxell 4.7GB DVD+R 5/Pack,South,Corporate,5/5/2019,Standard Class,Florida,Accessories,20%,1,$1,31%,31%,3,$2
Technology,Greensboro,United States,Bart Watters,Sony,5/27/2019,CA-2019-151855,27405,Sony 8GB Class 10 Micro SDHC R40 Memory Card,South,Corporate,6/3/2019,Standard Class,North Carolina,Accessories,20%,1,$0,1%,1%,3,$27
Technology,Murfreesboro,United States,Sung Pak,Maxell,12/27/2017,CA-2017-103870,37130,Maxell CD-R Discs,South,Corporate,12/31/2017,Standard Class,Tennessee,Accessories,20%,1,$1,15%,15%,3,$5
Technology,Coral Gables,United States,Anna Häberlin,Samsung,10/4/2018,CA-2018-145709,33134,Samsung HM1900 Bluetooth Headset,South,Corporate,10/8/2018,Standard Class,Florida,Phones,20%,1,$20,38%,38%,3,$53
Technology,Cary,United States,Rick Reed,Cisco,12/15/2017,CA-2017-150308,27511,Cisco Small Business SPA 502G VoIP phone,South,Corporate,12/20/2017,Standard Class,North Carolina,Phones,20%,1,$22,9%,9%,3,$246
Technology,Nashville,United States,Thomas Seio,HTC,6/15/2019,CA-2019-119284,37211,HTC One,South,Corporate,6/20/2019,Standard Class,Tennessee,Phones,20%,1,$27,11%,11%,3,$240
Technology,Charlotte,United States,Erica Bern,Hewlett-Packard,1/4/2018,US-2018-164630,28205,Hewlett Packard 310 Color Digital Copier,South,Corporate,1/9/2018,Standard Class,North Carolina,Copiers,20%,1,$120,13%,13%,4,$960
Technology,Jacksonville,United States,Darrin Van Huff,Motorola,12/11/2019,CA-2019-168389,32216,Motorola HK250 Universal Bluetooth Headset,South,Corporate,12/17/2019,Standard Class,Florida,Phones,20%,1,-$17,-23%,-23%,4,$74
Technology,Orlando,United States,Frank Atkinson,Grandstream,11/20/2018,CA-2018-113845,32839,Grandstream GXP2100 Mainstream Business Phone,South,Corporate,11/25/2018,Standard Class,Florida,Phones,20%,1,$24,10%,10%,4,$245
Technology,Jacksonville,United States,Michael Kennedy,Other,5/14/2018,US-2018-148901,32216,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",South,Corporate,5/19/2018,Standard Class,Florida,Phones,20%,1,$4,10%,10%,5,$44
Technology,Jacksonville,United States,Scott Cohen,Other,3/31/2017,CA-2017-137106,32216,PureGear Roll-On Screen Protector,South,Corporate,4/4/2017,Standard Class,Florida,Phones,20%,1,$28,35%,35%,5,$80
Technology,Murfreesboro,United States,Sung Pak,SanDisk,12/27/2017,CA-2017-103870,37130,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,South,Corporate,12/31/2017,Standard Class,Tennessee,Accessories,20%,1,-$13,-18%,-18%,7,$73
Technology,Fort Lauderdale,United States,Steve Chapman,Other,9/10/2018,CA-2018-112277,33311,Geemarc AmpliPOWER60,South,Corporate,9/15/2018,Standard Class,Florida,Phones,20%,1,$58,11%,11%,7,$520
Technology,Nashville,United States,Thomas Seio,Samsung,6/15/2019,CA-2019-119284,37211,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),South,Corporate,6/20/2019,Standard Class,Tennessee,Phones,20%,1,$224,10%,10%,8,"$2,240"
Technology,Smyrna,United States,Sally Hughsby,Other,9/22/2018,CA-2018-109743,37167,PayAnywhere Card Reader,South,Corporate,9/29/2018,Standard Class,Tennessee,Phones,20%,1,$6,9%,9%,8,$64
Technology,Charlotte,United States,Ken Heidel,Cisco,11/1/2016,CA-2016-102673,28205,Cisco IP Phone 7961G VoIP phone - Dark gray,South,Corporate,11/5/2016,Standard Class,North Carolina,Phones,20%,1,$110,11%,11%,9,$979
Technology,Coachella,United States,Matt Collister,Razer,11/9/2019,CA-2019-159597,92236,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,West,Corporate,11/14/2019,Standard Class,California,Accessories,0%,1,$44,44%,44%,1,$100
Technology,Los Angeles,United States,Katrina Edelman,Logitech,4/3/2016,CA-2016-112291,90008,Logitech G600 MMO Gaming Mouse,West,Corporate,4/8/2016,Standard Class,California,Accessories,0%,1,$58,36%,36%,2,$160
Technology,Los Angeles,United States,Sung Pak,Plantronics,11/24/2018,US-2018-163881,90036,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,West,Corporate,11/30/2018,Standard Class,California,Accessories,0%,1,$218,33%,33%,2,$660
Technology,Montebello,United States,Brendan Murry,Sony,11/20/2018,CA-2018-142615,90640,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,West,Corporate,11/24/2018,Standard Class,California,Accessories,0%,1,$4,14%,14%,2,$28
Technology,San Diego,United States,Chris Selesnick,KeyTronic,10/8/2019,CA-2019-105487,92105,KeyTronic E03601U1 - Keyboard - Beige,West,Corporate,10/14/2019,Standard Class,California,Accessories,0%,1,$6,18%,18%,2,$36
Technology,San Francisco,United States,Justin Ritter,Maxell,2/9/2018,US-2018-112396,94110,Maxell 4.7GB DVD+RW 3/Pack,West,Corporate,2/13/2018,Standard Class,California,Accessories,0%,1,$11,35%,35%,2,$32
Technology,San Francisco,United States,Lindsay Williams,Logitech,3/9/2019,CA-2019-102834,94110,Logitech Wireless Headset h800,West,Corporate,3/13/2019,Standard Class,California,Accessories,0%,1,$70,35%,35%,2,$200
Technology,San Francisco,United States,David Bremer,Kingston,9/3/2017,CA-2017-130204,94122,Kingston Digital DataTraveler 16GB USB 2.0,West,Corporate,9/9/2017,Standard Class,California,Accessories,0%,1,$3,19%,19%,2,$18
Technology,Seattle,United States,Sally Hughsby,Logitech,9/25/2017,CA-2017-149083,98103,Logitech G602 Wireless Gaming Mouse,West,Corporate,9/30/2017,Standard Class,Washington,Accessories,0%,1,$58,36%,36%,2,$160
Technology,Seattle,United States,Helen Wasserman,Plantronics,8/18/2019,CA-2019-121027,98105,Plantronics Savi W720 Multi-Device Wireless Headset System,West,Corporate,8/22/2019,Standard Class,Washington,Accessories,0%,1,$371,44%,44%,2,$844
Technology,Seattle,United States,Ken Black,Logitech,1/10/2018,CA-2018-116547,98115,Logitech Media Keyboard K200,West,Corporate,1/17/2018,Standard Class,Washington,Accessories,0%,1,$13,19%,19%,2,$70
Technology,Seattle,United States,Scott Cohen,Kingston,4/6/2016,CA-2016-169803,98115,Kingston Digital DataTraveler 32GB USB 2.0,West,Corporate,4/12/2016,Standard Class,Washington,Accessories,0%,1,$2,6%,6%,2,$34
Technology,Los Angeles,United States,Scot Coram,Logitech,8/21/2018,US-2018-126452,90004,Logitech Gaming G510s - Keyboard,West,Corporate,8/28/2018,Standard Class,California,Accessories,0%,1,$92,36%,36%,3,$255
Technology,Los Angeles,United States,Katrina Edelman,Enermax,4/3/2016,CA-2016-112291,90008,Enermax Briskie RF Wireless Keyboard and Mouse Combo,West,Corporate,4/8/2016,Standard Class,California,Accessories,0%,1,$22,36%,36%,3,$62
Technology,Los Angeles,United States,Stewart Carmichael,Imation,11/15/2018,CA-2018-105963,90008,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,West,Corporate,11/22/2018,Standard Class,California,Accessories,0%,1,$41,41%,41%,3,$99
Technology,Los Angeles,United States,Jonathan Doherty,SanDisk,3/26/2016,CA-2016-138436,90036,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,Corporate,3/30/2016,Standard Class,California,Accessories,0%,1,$9,13%,13%,3,$66
Technology,Los Angeles,United States,George Bell,Memorex,12/5/2017,CA-2017-149566,90049,Memorex Micro Travel Drive 8 GB,West,Corporate,12/10/2017,Standard Class,California,Accessories,0%,1,$18,45%,45%,3,$39
Technology,San Francisco,United States,Noel Staavos,Logitech,10/20/2017,US-2017-160563,94109,Logitech G602 Wireless Gaming Mouse,West,Corporate,10/24/2017,Standard Class,California,Accessories,0%,1,$86,36%,36%,3,$240
Technology,San Francisco,United States,Justin Ritter,Logitech,2/9/2018,US-2018-112396,94110,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,West,Corporate,2/13/2018,Standard Class,California,Accessories,0%,1,$40,44%,44%,3,$90
Technology,San Francisco,United States,Marina Lichtenstein,NETGEAR,11/7/2018,CA-2018-168830,94122,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,West,Corporate,11/13/2018,Standard Class,California,Accessories,0%,1,$163,34%,34%,3,$480
Technology,San Francisco,United States,Nick Crebassa,Imation,7/23/2016,CA-2016-145254,94122,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,West,Corporate,7/27/2016,Standard Class,California,Accessories,0%,1,$5,11%,11%,3,$45
Technology,Edmonds,United States,Dorothy Wardle,Logitech,8/7/2018,CA-2018-148516,98026,Logitech Illuminated - Keyboard,West,Corporate,8/11/2018,Standard Class,Washington,Accessories,0%,1,$86,48%,48%,3,$180
Technology,Seattle,United States,Marina Lichtenstein,Logitech,2/14/2016,CA-2016-121762,98103,Logitech G600 MMO Gaming Mouse,West,Corporate,2/18/2016,Standard Class,Washington,Accessories,0%,1,$86,36%,36%,3,$240
Technology,Seattle,United States,Christine Phan,WD My Passport,10/14/2018,US-2018-108098,98115,WD My Passport Ultra 500GB Portable External Hard Drive,West,Corporate,10/18/2018,Standard Class,Washington,Accessories,0%,1,$30,17%,17%,3,$177
Technology,Los Angeles,United States,Matt Connell,Microsoft,9/9/2019,US-2019-146213,90032,Microsoft Wireless Mobile Mouse 4000,West,Corporate,9/14/2019,Standard Class,California,Accessories,0%,1,$51,32%,32%,4,$160
Technology,Los Angeles,United States,Yana Sorensen,WD My Passport,12/8/2017,CA-2017-129532,90036,WD My Passport Ultra 500GB Portable External Hard Drive,West,Corporate,12/12/2017,Standard Class,California,Accessories,0%,1,$40,17%,17%,4,$236
Technology,San Diego,United States,Chris Selesnick,Logitech,10/8/2019,CA-2019-105487,92105,Logitech Illuminated - Keyboard,West,Corporate,10/14/2019,Standard Class,California,Accessories,0%,1,$115,48%,48%,4,$240
Technology,Seattle,United States,Patrick Jones,Imation,5/28/2016,CA-2016-135993,98115,Imation 30456 USB Flash Drive 8GB,West,Corporate,6/2/2016,Standard Class,Washington,Accessories,0%,1,$2,8%,8%,4,$28
Technology,Fresno,United States,Laura Armstrong,Logitech,1/9/2018,CA-2018-108882,93727,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,West,Corporate,1/15/2018,Standard Class,California,Accessories,0%,1,$119,34%,34%,5,$350
Technology,Los Angeles,United States,Dave Poirier,Microsoft,9/19/2019,CA-2019-102974,90032,Microsoft Natural Ergonomic Keyboard 4000,West,Corporate,9/24/2019,Standard Class,California,Accessories,0%,1,$31,21%,21%,5,$150
Technology,Los Angeles,United States,George Zrebassa,Logitech,7/26/2019,US-2019-167318,90036,Logitech Z-906 Speaker sys - home theater - 5.1-CH,West,Corporate,8/1/2019,Standard Class,California,Accessories,0%,1,$660,40%,40%,5,"$1,650"
Technology,Los Angeles,United States,Janet Molinari,SanDisk,8/25/2016,CA-2016-104178,90036,SanDisk Cruzer 32 GB USB Flash Drive,West,Corporate,8/29/2016,Standard Class,California,Accessories,0%,1,$30,32%,32%,5,$95
Technology,Los Angeles,United States,Saphhira Shifley,Kingston,6/3/2019,CA-2019-145772,90036,Kingston Digital DataTraveler 16GB USB 2.0,West,Corporate,6/7/2019,Standard Class,California,Accessories,0%,1,$9,19%,19%,5,$45
Technology,Los Angeles,United States,Karen Bern,Logitech,7/11/2019,CA-2019-162015,90049,Logitech P710e Mobile Speakerphone,West,Corporate,7/18/2019,Standard Class,California,Accessories,0%,1,$245,19%,19%,5,"$1,287"
Technology,San Francisco,United States,David Bremer,Other,9/3/2017,CA-2017-130204,94122,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",West,Corporate,9/9/2017,Standard Class,California,Accessories,0%,1,$47,36%,36%,5,$129
Technology,Albuquerque,United States,Michelle Lonsdale,WD My Passport,10/12/2019,CA-2019-168655,87105,WD My Passport Ultra 2TB Portable External Hard Drive,West,Corporate,10/18/2019,Standard Class,New Mexico,Accessories,0%,1,$95,16%,16%,5,$595
Technology,Los Angeles,United States,Maribeth Yedwab,Logitech,3/2/2019,CA-2019-163902,90045,Logitech G13 Programmable Gameboard with LCD Display,West,Corporate,3/8/2019,Standard Class,California,Accessories,0%,1,$53,11%,11%,6,$480
Technology,Sacramento,United States,Jane Waco,Logitech,10/13/2019,CA-2019-135909,95823,Logitech Media Keyboard K200,West,Corporate,10/20/2019,Standard Class,California,Accessories,0%,1,$40,19%,19%,6,$210
Technology,Seattle,United States,Roy Phan,Logitech,5/27/2019,CA-2019-134152,98103,Logitech Desktop MK120 Mouse and keyboard Combo,West,Corporate,5/31/2019,Standard Class,Washington,Accessories,0%,1,$10,10%,10%,6,$98
Technology,Draper,United States,Jack O'Briant,Memorex,7/26/2016,CA-2016-159121,84020,Memorex Micro Travel Drive 16 GB,West,Corporate,8/1/2016,Standard Class,Utah,Accessories,0%,1,$35,31%,31%,7,$112
Technology,Seattle,United States,Helen Wasserman,Imation,3/20/2019,CA-2019-165491,98115,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,West,Corporate,3/24/2019,Standard Class,Washington,Accessories,0%,1,$64,24%,24%,7,$266
Technology,Los Angeles,United States,Sung Pak,Logitech,11/24/2018,US-2018-163881,90036,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,West,Corporate,11/30/2018,Standard Class,California,Accessories,0%,1,$190,34%,34%,8,$560
Technology,San Diego,United States,Marina Lichtenstein,HP,9/5/2018,CA-2018-137673,92105,HP Standard 104 key PS/2 Keyboard,West,Corporate,9/10/2018,Standard Class,California,Accessories,0%,1,$29,25%,25%,8,$116
Technology,San Francisco,United States,Lindsay Williams,Enermax,11/27/2019,CA-2019-101245,94109,Enermax Briskie RF Wireless Keyboard and Mouse Combo,West,Corporate,12/3/2019,Standard Class,California,Accessories,0%,1,$60,36%,36%,8,$166
Technology,Los Angeles,United States,Greg Guthrie,Maxell,10/31/2016,CA-2016-106439,90049,Maxell LTO Ultrium - 800 GB,West,Corporate,11/4/2016,Standard Class,California,Accessories,0%,1,$48,19%,19%,9,$252
Technology,Seattle,United States,Helen Wasserman,Imation,8/18/2019,CA-2019-121027,98105,Imation Bio 8GB USB Flash Drive Imation Corp,West,Corporate,8/22/2019,Standard Class,Washington,Accessories,0%,1,$224,15%,15%,9,"$1,496"
Technology,Bellingham,United States,Giulietta Dortch,Plantronics,6/3/2019,CA-2019-150420,98226,Plantronics Audio 995 Wireless Stereo Headset,West,Corporate,6/8/2019,Standard Class,Washington,Accessories,0%,1,$363,33%,33%,10,"$1,100"
Technology,Chico,United States,Greg Guthrie,Square,10/5/2019,CA-2019-131807,95928,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",West,Corporate,10/10/2019,Standard Class,California,Phones,20%,1,$3,34%,34%,1,$8
Technology,Oakland,United States,Brenda Bowman,Anker,12/2/2019,CA-2019-102379,94601,Anker Astro 15000mAh USB Portable Charger,West,Corporate,12/6/2019,Standard Class,California,Phones,20%,1,-$8,-20%,-20%,1,$40
Technology,San Diego,United States,Chris Selesnick,Other,10/8/2019,CA-2019-105487,92105,Digium D40 VoIP phone,West,Corporate,10/14/2019,Standard Class,California,Phones,20%,1,$12,11%,11%,1,$103
Technology,Phoenix,United States,Laurel Workman,Other,12/25/2018,CA-2018-109827,85023,Hypercom P1300 Pinpad,West,Corporate,1/1/2019,Standard Class,Arizona,Accessories,20%,1,$21,21%,21%,2,$101
Technology,San Diego,United States,Bill Overfelt,HP,2/2/2019,CA-2019-128076,92105,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",West,Corporate,2/7/2019,Standard Class,California,Machines,20%,1,$39,16%,16%,2,$240
Technology,Los Angeles,United States,Mike Caudle,Mitel,12/26/2018,CA-2018-129868,90004,Mitel 5320 IP Phone VoIP phone,West,Corporate,12/31/2018,Standard Class,California,Phones,20%,1,$30,10%,10%,2,$302
Technology,Los Angeles,United States,Scot Coram,Anker,8/21/2018,US-2018-126452,90004,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,West,Corporate,8/28/2018,Standard Class,California,Phones,20%,1,-$8,-25%,-25%,2,$32
Technology,Los Angeles,United States,Marina Lichtenstein,Other,5/26/2016,CA-2016-156349,90008,VTech DS6151,West,Corporate,5/30/2016,Standard Class,California,Phones,20%,1,$20,10%,10%,2,$202
Technology,Los Angeles,United States,Marina Lichtenstein,Other,5/26/2016,CA-2016-156349,90008,netTALK DUO VoIP Telephone Service,West,Corporate,5/30/2016,Standard Class,California,Phones,20%,1,$31,38%,38%,2,$84
Technology,Los Angeles,United States,Roy Phan,Motorola,9/28/2017,CA-2017-129546,90032,Motorola HK250 Universal Bluetooth Headset,West,Corporate,10/5/2017,Standard Class,California,Phones,20%,1,-$8,-23%,-23%,2,$37
Technology,Los Angeles,United States,Bill Tyler,Other,4/13/2017,US-2017-120502,90036,Aastra 57i VoIP phone,West,Corporate,4/19/2017,Standard Class,California,Phones,20%,1,$19,8%,8%,2,$259
Technology,Los Angeles,United States,Jim Epp,Nortel,5/22/2018,CA-2018-154081,90049,Nortel Business Series Terminal T7208 Digital phone,West,Corporate,5/29/2018,Standard Class,California,Phones,20%,1,$22,10%,10%,2,$222
Technology,Sacramento,United States,Jane Waco,Anker,10/13/2019,CA-2019-135909,95823,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,West,Corporate,10/20/2019,Standard Class,California,Phones,20%,1,-$8,-25%,-25%,2,$32
Technology,San Diego,United States,Anna Häberlin,Polycom,11/15/2018,CA-2018-148740,92024,Polycom SoundPoint IP 450 VoIP phone,West,Corporate,11/19/2018,Standard Class,California,Phones,20%,1,$27,8%,8%,2,$361
Technology,San Diego,United States,Brian Moss,Other,9/23/2016,US-2016-134733,92037,netTALK DUO VoIP Telephone Service,West,Corporate,9/28/2016,Standard Class,California,Phones,20%,1,$31,38%,38%,2,$84
Technology,Denver,United States,Bill Stewart,Other,12/2/2019,US-2019-112347,80219,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,West,Corporate,12/6/2019,Standard Class,Colorado,Phones,20%,1,$5,10%,10%,2,$50
Technology,Denver,United States,Odella Nelson,RCA,3/1/2018,US-2018-151862,80219,RCA ViSYS 25423RE1 Corded phone,West,Corporate,3/8/2018,Standard Class,Colorado,Phones,20%,1,$14,9%,9%,2,$160
Technology,Phoenix,United States,Laurel Workman,Imation,12/25/2018,CA-2018-109827,85023,Imation Clip USB flash drive - 8 GB,West,Corporate,1/1/2019,Standard Class,Arizona,Accessories,20%,1,-$8,-18%,-18%,3,$45
Technology,Longmont,United States,Alan Schoenberger,WD My Passport,12/2/2018,CA-2018-143154,80501,WD My Passport Ultra 1TB Portable External Hard Drive,West,Corporate,12/8/2018,Standard Class,Colorado,Accessories,20%,1,-$6,-4%,-4%,3,$166
Technology,Los Angeles,United States,Frank Atkinson,Socket,9/24/2019,CA-2019-122364,90008,Socket Bluetooth Cordless Hand Scanner (CHS),West,Corporate,9/29/2019,Standard Class,California,Machines,20%,1,$177,35%,35%,3,$506
Technology,Brentwood,United States,Rick Wilson,OtterBox,8/17/2019,CA-2019-166093,94513,OtterBox Defender Series Case - Samsung Galaxy S4,West,Corporate,8/24/2019,Standard Class,California,Phones,20%,1,$9,13%,13%,3,$72
Technology,Los Angeles,United States,Grace Kelly,Jabra,6/15/2017,CA-2017-164567,90004,Jabra SPEAK 410,West,Corporate,6/19/2017,Standard Class,California,Phones,20%,1,$23,10%,10%,3,$226
